,Tm,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS
0,Boston Patriots,7,6,1,.538,327,257,70,5.0,-0.6,4.4,-0.5,4.9
1,Buffalo Bills,7,6,1,.538,304,291,13,0.9,-0.1,0.8,-1.8,2.6
2,Houston Oilers,6,8,0,.429,302,372,-70,-5.0,0.6,-4.4,-1.1,-3.3
3,New York Jets,5,8,1,.385,249,399,-150,-10.7,1.3,-9.4,-4.7,-4.7
4,San Diego Chargers,11,3,0,.786,399,255,144,10.3,-1.3,9.0,4.8,4.3
5,Oakland Raiders,10,4,0,.714,363,282,81,5.8,-0.7,5.1,2.4,2.7
6,Kansas City Chiefs,5,7,2,.417,347,263,84,6.0,-0.8,5.3,1.0,4.2
7,Denver Broncos,2,11,1,.154,301,473,-172,-12.3,1.5,-10.8,-0.1,-10.6
